SNDB_record_number,SNDB_study_number,SNDB_date_added,notes,latitude,longitude,lat_lon_notes,elevation,MAT,MAP,climate_type,biome_name,treatment,treatment_level,lyr_top,lyr_bot,horizon,soil_type,ecosystem,wetland_type,plant_species,year_sampled,fraction_scheme,aggregate_size,gluN,murA,galN,manN,microbial_necromass_C,fungal_necromass_C,bacterial_necromass_C,bacterial_biomass_C,fungal_biomass_C,microbial_biomass_C,microbial_biomass_N,soil_OC,soil_C,soil_N,pH,pH_method,clay,silt,sand
940,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,2592.863,2245.16,347.703,,,,,,,,,,,,
941,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3036.926,2598.763,438.163,,,,,,,,,,,,
942,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3213.092,2540.3,672.792,,,,,,,,,,,,
943,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3490.742,2882.968,607.774,,,,,,,,,,,,
944,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3591.507,3096.807,494.7,,,,,,,,,,,,
945,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3595.034,3281.253,313.781,,,,,,,,,,,,
946,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3777.003,3491.491,285.512,,,,,,,,,,,,
947,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,4046.74,3860.168,186.572,,,,,,,,,,,,
948,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3857.938,3660.058,197.88,,,,,,,,,,,,
949,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3289.178,3065.856,223.322,,,,,,,,,,,,
950,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3905.779,3699.419,206.36,,,,,,,,,,,,
951,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,4106.194,3908.314,197.88,,,,,,,,,,,,
952,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,4538.756,4224.975,313.781,,,,,,,,,,,,
953,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,5139.158,4723.61,415.548,,,,,,,,,,,,
954,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,5636.278,5172.674,463.604,,,,,,,,,,,,
955,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,6143.1,5696.457,446.643,,,,,,,,,,,,
956,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,6013.622,5595.247,418.375,,,,,,,,,,,,
957,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,6547.442,5976.417,571.025,,,,,,,,,,,,
958,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,6824.736,6216.962,607.774,,,,,,,,,,,,
959,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,6967.927,6300.789,667.138,,,,,,,,,,,,
960,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,6953.313,6272.041,681.272,,,,,,,,,,,,
961,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,6830.022,6739.563,90.459,,,,,,,,,,,,
962,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,8611.741,7560.151,1051.59,,,,,,,,,,,,
963,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,7943.533,7530.812,412.721,,,,,,,,,,,,
964,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,551.417,254.597,296.82,,,,,,,,,,,,
965,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,300.111,181.383,118.728,,,,,,,,,,,,
966,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,507.501,349.197,158.304,,,,,,,,,,,,
967,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,308.801,65.691,243.11,,,,,,,,,,,,
968,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,383.474,162.979,220.495,,,,,,,,,,,,
969,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,366.867,160.507,206.36,,,,,,,,,,,,
970,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1178.868,941.412,237.456,,,,,,,,,,,,
971,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1656.294,1291.63,364.664,,,,,,,,,,,,
972,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,2057.779,1758.132,299.647,,,,,,,,,,,,
973,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1038.399,724.618,313.781,,,,,,,,,,,,
974,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1400.827,1160.544,240.283,,,,,,,,,,,,
975,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1328.828,1046.142,282.686,,,,,,,,,,,,
976,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,784.372,546.916,237.456,,,,,,,,,,,,
977,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1360.728,1126.099,234.629,,,,,,,,,,,,
978,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1666.756,1508.452,158.304,,,,,,,,,,,,
979,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1791.448,1593.568,197.88,,,,,,,,,,,,
980,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1785.017,1539.081,245.936,,,,,,,,,,,,
981,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1754.922,1497.678,257.244,,,,,,,,,,,,
982,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1786.46,1597.061,189.399,,,,,,,,,,,,
983,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1663.276,1485.184,178.092,,,,,,,,,,,,
984,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,2159.649,1865.656,293.993,,,,,,,,,,,,
985,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,2771.889,2248.921,522.968,,,,,,,,,,,,
986,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3091.195,2602.149,489.046,,,,,,,,,,,,
987,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,2374.132,1691.446,682.686,,,,,,,,,,,,
988,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,2322.282,1762.565,559.717,,,,,,,,,,,,
989,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3058.004,2243.87,814.134,,,,,,,,,,,,
990,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1627.646,1121.639,506.007,,,,,,,,,,,,
991,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,1758.015,1432.927,325.088,,,,,,,,,,,,
992,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,2389.723,1999.617,390.106,,,,,,,,,,,,
993,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,2461.747,2128.178,333.569,,,,,,,,,,,,
994,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,2957.492,2539.117,418.375,,,,,,,,,,,,
995,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3364.397,2934.715,429.682,,,,,,,,,,,,
996,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3133.271,2748.819,384.452,,,,,,,,,,,,
997,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3849.681,3287.137,562.544,,,,,,,,,,,,
998,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,3855.74,3273.408,582.332,,,,,,,,,,,,
999,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,4470.769,3939.32,531.449,,,,,,,,,,,,
1000,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,4682.478,4009.686,672.792,,,,,,,,,,,,
1001,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,4701.696,4051.519,650.177,,,,,,,,,,,,
1002,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,6040.215,4530.674,1509.541,,,,,,,,,,,,
1003,93,9/1/24,,30,117,"21°N–40°N, range given in text. Longitude guessed based on map given in supplemental data.",,17.22,1637.48,temperate,Temperate Broadleaf & Mixed Forests,,,0,5,,,wetland,,,,bulk soil,,,,,,5419.432,5179.149,240.283,,,,,,,,,,,,
1004,92,9/1/24,,42.38,123.93,,65,7.57,754.89,snow,Temperate Broadleaf & Mixed Forests,cover crop,control,0,10,,Acrisol,cropland,,,,bulk soil,,2036.1,99.45,,,21523.50224,17048.25224,4475.25,,,,,8.6,,0.05,6.3,,,,
1005,92,9/1/24,,42.38,123.93,,65,7.57,754.89,snow,Temperate Broadleaf & Mixed Forests,cover crop,control,0,10,,Acrisol,cropland,,,,bulk soil,,1526,86.05,,,16501.61913,12629.36913,3872.25,,,,,8.6,,0.05,6.3,,,,
1006,92,9/1/24,,42.38,123.93,,65,7.57,754.89,snow,Temperate Broadleaf & Mixed Forests,cover crop,control,0,10,,Acrisol,cropland,,,,bulk soil,,1692.18,84.13,,,17935.48633,14149.63633,3785.85,,,,,8.6,,0.05,6.3,,,,
1007,92,9/1/24,,42.38,123.93,,65,7.57,754.89,snow,Temperate Broadleaf & Mixed Forests,cover crop,NMS,0,10,,Acrisol,cropland,,,,bulk soil,,1323.59,118.89,,,15736.15937,10386.10937,5350.05,,,,,,,,,,,,
1008,92,9/1/24,,42.38,123.93,,65,7.57,754.89,snow,Temperate Broadleaf & Mixed Forests,cover crop,RCS,0,10,,Acrisol,cropland,,,,bulk soil,,2413.45,210.2,,,28481.69546,19022.69546,9459,,,,,,,,,,,,
1009,92,9/1/24,,42.38,123.93,,65,7.57,754.89,snow,Temperate Broadleaf & Mixed Forests,cover crop,RES,0,10,,Acrisol,cropland,,,,bulk soil,,1796.15,98.96,,,19348.19241,14894.99241,4453.2,,,,,,,,,,,,
1010,91,9/1/24,,46.49,-106.14,,825,7.86,346.53,arid,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,Haplic Yertisols,grassland,,,,bulk soil,,402,85,211,,6351.848068,2526.848068,3825,,,498.49,,,25.8,3.1,,,45.2,32.2,22.8
1011,91,9/1/24,,-3.05,-60.36,,175,26.9,2225.79,equatorial,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,Xanthic Ferralsols,forest,,,,bulk soil,,190,63,127,,3736.263862,901.2638618,2835,,,151.96,,,13,0.9,,,10.4,1.3,85
1012,91,9/1/24,,-3.05,-60.36,,175,26.9,2225.79,equatorial,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,Fimic Anthrosols,forest,,,,bulk soil,,1522,85,845,,16431.84807,12606.84807,3825,,,205.55,,,36.2,2.8,,,5,6,87.9
1013,91,9/1/24,,49.58,51.18,,520,7.2,217.59,arid,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,Aric Anthrosols,forest,,,,bulk soil,,951,63,507,,10585.26386,7750.263862,2835,,,825.5,,,49.4,4,,,15.8,23.7,57.2
1014,91,9/1/24,,40.02,72.39,,2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,0,10,,Haplic Phaeozem,grassland,,,,bulk soil,,7109,504,4417,,80191.11089,57511.11089,22680,,,360.28,,,80.8,8.3,,,19.9,45.3,27.5
1015,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,550,41,,,6268.679656,4423.679656,1845,,,430,66,,12.3,1.4,7.4,,17,80,3
1016,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,530,41,,,6088.679656,4243.679656,1845,,,580,84,,12.3,1.4,7.4,,17,80,3
1017,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,570,47,,,6641.657167,4526.657167,2115,,,500,56,,12.3,1.4,7.4,,17,80,3
1018,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,470,34,,,5323.539227,3793.539227,1530,,,400,44,,12.3,1.4,7.4,,17,80,3
1019,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,540,43,,,6243.005493,4308.005493,1935,,,380,38,,12.3,1.4,7.4,,17,80,3
1020,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,530,48,,,6313.820085,4153.820085,2160,,,590,96,,12.3,1.4,7.4,,17,80,3
1021,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,530,41,,,6088.679656,4243.679656,1845,,,470,75,,12.3,1.4,7.4,,17,80,3
1022,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,590,45,,,6757.33133,4732.33133,2025,,,640,47,,12.3,1.4,7.4,,17,80,3
1023,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,530,35,,,5895.702145,4320.702145,1575,,,310,50,,12.3,1.4,7.4,,17,80,3
1024,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,550,36,,,6107.865064,4487.865064,1620,,,300,43,,12.3,1.4,7.4,,17,80,3
1025,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,560,39,,,6294.353819,4539.353819,1755,,,260,31,,12.3,1.4,7.4,,17,80,3
1026,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,530,38,,,5992.190901,4282.190901,1710,,,300,48,,12.3,1.4,7.4,,17,80,3
1027,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,550,39,,,6204.353819,4449.353819,1755,,,350,54,,12.3,1.4,7.4,,17,80,3
1028,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,540,37,,,6050.027982,4385.027982,1665,,,350,38,,12.3,1.4,7.4,,17,80,3
1029,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,520,36,,,5837.865064,4217.865064,1620,,,350,52,,12.3,1.4,7.4,,17,80,3
1030,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,540,40,,,6146.516738,4346.516738,1800,,,210,32,,12.3,1.4,7.4,,17,80,3
1031,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,530,41,,,6088.679656,4243.679656,1845,,,460,,,12.3,1.4,7.4,,17,80,3
1032,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,550,45,,,6397.33133,4372.33133,2025,,,570,,,12.3,1.4,7.4,,17,80,3
1033,90,9/1/24,,51.21,11.06,,132,8.18,509.17,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Orthic Luvisols,grassland,,,,bulk soil,,540,35,,,5985.702145,4410.702145,1575,,,300,,,12.3,1.4,7.4,,17,80,3
1034,89,9/1/24,,50.4,8.35,,167,8.91,735.67,temperate,Temperate Broadleaf & Mixed Forests,,,140,160,,Haplic Luvisols,cropland,,,,bulk soil,,140,8,,,1517.303348,1157.303348,360,,,22,3,,3.6,0.4,8.4,,24,73,3
1035,89,9/1/24,,51.32,9.56,,470,7.08,684.49,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Haplic Luvisols,cropland,,,,bulk soil,,620,50,,,7188.145922,4938.145922,2250,,,316,47.8,,12.7,1.3,7.7,,18,79,3
1036,89,9/1/24,,51.32,9.56,,470,7.08,684.49,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Haplic Luvisols,grassland,,,,bulk soil,,860,64,,,9798.42678,6918.42678,2880,,,325,47,,16.3,1.7,6.9,,17,77,6
